"gene","constitutiveexons","ESTcount","alt3EST","alt5EST","alt3.5EST","GeneLength","TranscriptCount","GCcontent","NumJunctions","IntronicLength"
"NOTCH1",32,169,0,0,0,51418,3,63.39,36,41572
"CACNA1B",50,285,2,4,0,246835,7,49.94,294,236691
"PDSS1",12,210,1,6,0,49139,4,44.19,35,47194
"ZEB1",15,553,87,0,0,211319,25,36.04,154,203009
"CDHR1",15,132,2,0,0,24986,7,51.23,42,18796
"RGR",6,83,16,0,0,14907,10,48.71,38,10659
"POLR3A",30,516,1,1,0,60294,5,44.7,43,46315
"LRMDA",1,1,0,0,0,1128714,16,41.12,31,952798
"CAMK2G",24,1555,13,12,2,62090,14,51.65,217,56395
"GLUD1",16,855,0,0,0,44380,4,42.11,44,40371
"ANKRD1",7,342,0,0,0,9180,1,39.89,8,7210
"ADD3",23,1009,1,1,0,139197,20,38.65,95,132679
"HABP2",12,253,0,0,0,38765,3,46.71,40,35041
"VAX1",2,8,0,0,0,9780,2,54.08,5,3997
"TCF7L2",18,656,11,8,0,217428,30,44.6,189,212398
"CYP17A1",6,784,2,0,0,7002,8,52.48,10,3623
"NKX6-2",1,18,0,0,0,2873,2,65.34,2,201
"CNNM2",6,39,0,0,0,171928,4,42.59,23,155613
"PGAP2",10,423,6,22,0,28647,37,50.46,170,24877
"SERPING1",6,1064,5,0,0,17466,13,47.51,50,13872
"PTPRJ",24,163,0,0,0,190283,8,45.38,43,180705
"HIKESHI",1,2,0,0,0,43720,8,37.85,23,40305
"TENM4",34,97,0,0,0,788117,11,44.45,62,771830
"SERPINH1",6,442,2,1,0,10727,15,55.42,41,5818
"CAPN5",14,311,1,1,0,59223,7,55.96,48,53072
"PAK1",19,461,11,0,0,152928,20,39.88,116,146653
"TTC12",25,818,3,1,0,69015,22,43.07,202,63741
"DRD2",7,105,2,0,0,66076,10,48.35,55,61990
"ATM",63,407,0,0,0,146618,30,37.52,266,124366
"ST14",17,672,0,2,0,50814,4,51.95,32,46483
"HYOU1",26,4328,33,8,0,13013,22,53.98,180,5341
"TKFC",1,18,0,0,0,20085,21,54.64,83,11967
"TMEM138",5,251,1,1,0,7508,12,48.08,30,1164
"ROM1",1,16,0,0,0,3398,5,63.4,8,908
"ZP1",11,13,0,0,0,8131,5,55.31,25,5707
"MS4A2",5,42,0,0,0,10205,4,38.41,12,5759
"B3GAT3",5,297,3,0,0,6879,6,53.95,21,4457
"MPZL2",4,158,0,1,0,11133,7,38.8,20,6385
"SCN2B",2,50,0,0,0,14722,1,53.51,3,8900
"JPH2",4,12,0,0,0,75883,2,48.01,6,69947
"FERMT3",13,591,28,1,0,17208,9,56.16,52,14156
"PLCB3",30,450,3,0,0,17627,4,60.32,92,12695
"VPS51",11,616,0,1,0,22536,17,50.69,58,17672
"TBX6",7,41,0,0,0,6094,5,57.33,25,3036
"ALDOA",16,12338,21,34,0,17367,29,54.43,151,11225
"HMGA2",6,67,1,1,0,142164,11,39.25,36,127366
"CNKSR2",21,242,0,0,0,280277,7,34.96,89,273140
"PCDH15",44,253,0,1,0,1825171,34,34.63,525,1810256
"TMEM218",7,140,7,21,0,15218,17,41.01,66,9799
"HNMT",7,417,0,0,0,52344,8,36.83,28,47601
"VEGFC",5,100,0,0,0,109189,2,35.55,9,106777
"CCT5",10,4806,8,22,0,16491,15,43.56,70,10663
"DLAT",12,579,3,2,0,39576,5,41.27,60,34759
"PTS",6,279,0,0,0,43590,9,41.9,30,40470
"FREM2",22,73,0,0,0,200002,2,37.64,26,183804
"FOXO1",3,8,0,0,0,196644,3,42.84,3,105123
"SEC24D",28,727,5,3,0,115860,14,38.92,166,105955
"DHX37",26,439,4,0,0,42297,6,54.02,83,35704
"ITPR1",60,550,0,1,0,354492,19,42.9,434,341657
"CACNA2D4",37,459,2,1,0,126879,26,50.46,382,119278
"CACNA1C",53,1291,11,1,1,727164,31,47.13,1068,708119
"THRB",12,149,2,0,0,378122,12,38.83,73,369429
"NGLY1",13,475,0,0,0,71095,15,37.55,101,62783
"UBE3B",28,739,3,0,0,59303,13,46.32,181,46878
"ANK3",48,632,12,0,0,707192,32,37.75,210,682625
"MAT1A",7,144,0,0,0,17864,4,50.27,18,14183
"EXT2",15,428,2,0,0,149880,11,40.36,73,144613
"NUBPL",12,476,0,0,0,371268,13,38.49,78,363699
"VIPAS39",19,893,4,0,0,31277,11,41.62,136,27603
"FRMD4A",25,216,0,0,0,818436,12,43.78,111,805968
"PTPRO",25,451,0,0,0,275002,12,37.5,125,267510
"EPS8",23,998,0,1,0,262171,17,37.25,146,256002
"ACAD8",10,1052,1,1,1,12360,17,47.88,102,5195
"NCAPD3",35,505,1,0,0,75335,14,43.33,127,66271
"QDPR",7,1476,2,8,0,51973,9,45.09,39,48923
"DRD3",7,53,1,1,0,70755,4,41.05,27,68663
"MMAA",5,25,0,0,0,41772,5,39.56,19,34102
"EDNRA",7,131,0,0,0,64037,7,38.78,39,59808
"NR3C2",7,46,0,0,0,365936,9,38.42,51,359343
"AKR1C2",13,1500,3,4,0,30631,10,38.88,53,24186
"PIGF",5,192,3,0,0,36182,7,36.13,21,31210
"ADAM17",17,155,2,1,0,67306,4,41,29,61845
"FLI1",9,254,0,0,0,126732,9,46.48,53,120132
"KCNJ1",2,57,1,0,0,31058,7,45.77,13,26426
"SLC25A4",5,88,0,0,0,7141,2,46.96,8,2301
"NBAS",51,787,4,1,0,394421,9,38.12,154,385528
"GUF1",15,439,3,0,0,22499,4,33.75,41,18062
"GABRA2",9,184,0,0,0,226803,16,35.63,92,215000
"SACS",10,32,0,0,0,82687,5,40.65,33,89007
"CENPJ",16,237,2,1,0,40605,6,41.37,39,34812
"GFRA1",9,136,0,0,0,216542,5,44,44,206717
"DST",98,1096,0,1,0,496641,35,38.07,981,455302
"BAG3",4,74,0,0,0,26449,2,49.77,7,23708
"AP1S3",6,95,0,1,0,86341,8,42.41,31,82067
"PTPN14",17,204,0,0,0,203753,5,41.3,39,185019
"HSPB8",1,58,0,0,0,42489,3,45.99,6,39636
"POU4F1",11,519,4,2,1,5198,1,51.93,1,653
"CYSLTR2",4,32,0,5,0,57515,5,39.08,0,68634
"GRID2",21,131,0,0,0,1506535,9,34.83,48,1463459
"SETBP1",4,22,0,1,0,388337,3,42.22,9,377195
"EPG5",43,254,1,0,0,119665,10,40.87,172,106036
"ATP5F1A",1,318,0,0,0,24086,20,44.44,112,13187
"XRCC4",7,212,0,0,0,276289,6,35.2,40,273622
"DCLRE1C",17,446,3,0,0,57073,16,41.86,167,49786
"CCDC50",10,342,0,0,0,69593,3,36.59,22,60403
"TRIM36",12,140,0,0,0,55784,10,40.18,39,49688
"PFKM",29,4084,5,3,0,41265,32,44.84,281,34012
"GRIA4",18,176,2,3,0,372098,15,35.32,106,362038
"SPEF2",41,288,1,3,0,196767,16,37.81,171,181926
"DMP1",4,16,0,0,0,14054,2,38.38,9,11378
"NADK2",1,29,0,0,0,49687,11,35.98,82,44819
"GPD1L",7,310,1,0,0,63024,7,44.49,27,58231
"GJA1",1,4,0,3,0,14035,1,40.25,1,11000
"CCNO",1,12,0,0,0,2528,2,61.13,4,722
"SAR1B",9,763,2,0,0,48127,11,43.44,53,37176
"SLC16A12",6,19,1,0,3,126342,2,40.16,16,121517
"PRDM8",10,71,0,0,0,20450,10,47.9,48,15875
"HNRNPDL",1,14,0,1,0,7844,10,42.24,35,2375
"GRM1",8,66,1,0,0,409952,7,37.18,52,402690
"GGPS1",2,491,4,0,0,17182,8,43.08,22,12556
"MARVELD2",6,41,1,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"PLOD2",20,497,0,2,0,94213,10,36.22,83,86588
"ZIC1",1,5,0,0,0,116871,5,38.69,8,110072
"CWC27",12,384,0,2,0,249833,5,35.58,35,246110
"ANAPC1",54,734,0,0,0,118419,10,39.07,105,105143
"CAST",36,2853,15,3,0,254328,44,39.41,673,237937
"BMP6",5,80,0,0,0,154625,1,43.39,6,151852
"HNRNPU",13,1422,6,1,2,23922,30,38.67,54,4897
"RANBP2",29,283,2,0,0,66330,5,39.01,33,54056
"MERTK",18,168,0,3,0,131082,7,43.65,78,126841
"NR4A2",6,288,4,1,1,17916,10,45.15,58,13959
"SCN3A",28,156,0,2,0,116545,10,35.07,114,106760
"CD96",14,125,2,1,0,373031,7,38.02,52,118589
"ING1",11,519,4,2,1,10603,5,49.86,5,4219
"CD8A",7,425,1,1,0,23786,4,46.9,34,20161
"RPIA",7,481,0,0,0,59291,1,41.25,8,57451
"KCNJ16",8,76,0,0,0,82179,11,38.41,26,75869
"TRIP12",41,931,12,4,0,159401,17,38.19,177,146854
"LGI4",11,150,1,0,0,17938,9,55.73,54,13419
"CHD1",35,226,0,0,0,74972,12,35.16,67,62566
"DGKE",11,76,0,0,0,35468,6,38.37,28,24548
"HS2ST1",1,1,0,0,0,195350,3,36.82,21,211748
"CACNA2D1",38,263,1,0,0,497354,12,34.98,137,488387
"NUS1",3,125,0,0,0,35138,1,37.38,4,30467
"SEMA3D",17,66,0,0,0,191302,4,34.14,35,183260
"GRAP",4,154,0,0,0,26964,5,56.69,18,23864
"DNAAF1",17,196,0,2,0,33480,10,47.35,60,25711
"JPH3",4,26,0,0,0,96321,4,56.65,13,90388
"ANKH",10,270,2,0,0,166974,7,43.86,32,156124
"OTULIN",1,14,0,0,0,35047,6,41.68,16,26440
"ROBO4",17,655,27,1,14,14809,10,52.98,63,7792
"ROBO3",29,285,1,9,0,16084,21,56.31,148,9079
"RETREG1",1,22,0,0,0,144020,6,42.39,25,139464
"ANGPT1",8,170,0,3,0,248573,8,36.05,38,241456
"CERS3",12,168,0,0,0,144600,8,40.8,56,139442
"LRRK1",34,267,2,1,0,159039,11,46.01,159,141394
"CEP112",25,212,1,1,0,556546,20,37.96,161,548735
"ABCA5",41,550,2,5,0,82933,14,34.61,228,69816
"UCHL1",9,3759,5,2,0,12042,12,44.57,77,9771
"MIA3",28,910,0,3,0,49926,12,39.16,119,39771
"DISP1",12,67,0,1,0,133724,3,37.44,18,185395
"TNIK",31,519,0,0,0,399069,15,39.55,336,390532
"WNT3A",3,26,0,0,0,54209,1,52.48,7,51281
"PPP1R3A",2,18,0,0,0,199143,3,36.17,10,194469
"BUB3",7,1470,7,0,0,16190,5,39.33,30,7898
"MMP21",5,25,0,0,0,9368,1,52.3,6,7456
"ATP5MC3",1,316,0,0,0,8349,5,40.96,16,1572
"TMPRSS15",24,70,0,0,0,216763,3,35.11,34,212559
"PDE1C",21,294,2,0,0,548150,11,39.74,101,534352
"JAM2",9,357,0,2,0,78290,7,39.65,48,72365
"TSEN2",16,500,0,2,0,55191,11,43.16,97,49536
"WNT7A",3,25,0,0,0,63863,3,51.85,6,59291
"XPC",14,626,2,0,0,33636,7,45.2,61,28854
"CCDC174",9,181,3,1,0,20913,6,42.28,30,17373
"FLCN",6,47,2,1,0,24976,10,53.29,34,15204
"APCDD1",4,59,1,1,0,35320,6,46.2,16,30699
"PIEZO2",52,200,0,0,0,482279,14,41.03,273,467546
"CYP2U1",5,42,0,0,0,22088,3,40.45,11,15999
"AK9",40,303,1,3,0,198361,12,38.27,158,188414
"OTUD6B",6,173,1,0,0,16899,6,34.94,24,12930
"CDK19",12,174,0,0,0,205980,8,39.87,51,198378
"ZFYVE27",15,651,5,17,0,23786,11,48.53,97,19770
"SLC16A1",5,664,1,2,0,45166,7,40.76,24,38736
"HEATR3",15,143,3,0,0,40446,5,42.6,39,36280
"SLC7A7",10,339,2,9,0,56598,21,47.24,105,51487
"GRIA1",18,320,2,0,0,324254,13,41.18,97,316641
"NUP205",44,795,2,1,0,90838,10,38.99,114,83612
"TTN",362,1110,0,0,0,304813,17,37.71,1681,186853
"OTOA",26,185,0,0,0,82215,7,44.95,123,75037
"C2CD6",1,1,0,0,0,131753,5,37.84,54,124955
"TMEM237",12,403,0,0,0,23386,13,38.83,76,15761
"SPAG17",49,399,0,0,0,231362,13,37.52,98,221862
"FMN2",17,177,4,0,0,460841,7,39.28,46,451174
"SLC26A2",2,5,0,0,0,32718,3,41.19,5,24117
"LSM11",2,27,0,0,0,17014,1,43.31,3,10434
"RASA2",24,277,1,7,0,128295,7,36.35,70,122341
"RMND1",11,169,0,3,0,47418,5,42.3,30,45058
"RAB39B",11,519,4,2,1,6348,1,41.08,1,2845
"CLIC2",6,168,0,0,0,58446,4,38.46,19,55634
"AFF2",22,186,0,8,0,500044,5,38.84,82,486070
"GRIP1",26,269,1,0,0,456755,17,38.92,192,450408
"VPS37A",14,344,9,1,0,55856,11,37.12,64,49090
"KIF5A",28,743,1,0,0,36634,3,47.7,54,30402
"CFAP70",1,12,0,0,0,105100,8,39.86,167,97703
"GNA14",5,60,0,0,0,225228,2,42.21,9,222514
"GNAQ",5,160,0,0,0,315371,2,39.13,14,308642
"ADK",12,660,1,0,0,558118,6,37.42,42,555145
"KCNMA1",38,614,1,1,0,768768,93,43.94,428,750228
"ADAMTS3",20,112,0,0,0,288417,4,35.82,29,281270
"ALX3",2,7,0,0,0,10706,1,58.93,3,8851
"NDUFAF6",14,138,4,15,0,220688,18,42.88,135,214312
"DRAM2",10,654,27,9,6,22883,11,37.94,63,19759
"TSPAN7",13,3314,2,0,0,127550,8,39.6,65,124456
"TIAM1",28,277,0,1,0,441561,7,43.86,67,432836
"RPGR",18,281,1,0,0,58401,10,37.62,143,51278
"TDRD9",36,262,0,1,0,124205,8,42.7,105,118765
"GDF6",11,519,4,2,1,18462,3,51.7,1,14763
"UQCRB",5,679,0,2,0,9714,9,38.18,26,68634
"PTDSS1",11,848,0,3,0,75280,6,43.71,50,68999
"PPP2R2B",18,670,0,0,0,503638,21,39.61,142,490343
"FBXO43",3,10,0,0,0,12440,3,38.91,10,8495
"HKDC1",18,226,1,1,0,47256,3,47.96,35,42967
"HK1",25,948,2,5,46,131898,17,47.64,170,125762
"PHF6",9,286,3,0,0,55538,5,37.47,53,47532
"CD109",32,407,0,2,0,132531,4,38.58,97,123003
"NODAL",1,5,0,0,0,15636,2,51.26,4,13947
"KAT6B",17,216,0,4,0,207040,7,40.6,91,193659
"AIFM1",16,1280,0,2,0,36525,9,42.98,107,33235
"MS4A1",10,416,6,4,0,15008,12,40.06,48,10145
"NSMCE2",11,211,9,1,0,275441,13,39.89,54,272741
"PHKG2",11,637,1,7,0,12906,11,52.63,65,5407
"SASS6",17,174,0,0,0,49392,2,36.48,46,45436
"COX6A2",1,177,0,0,0,697,2,71.49,3,158
"ZIC3",1,8,0,0,0,11549,3,48.02,5,7417
"BUB1B",23,722,3,1,0,60113,11,38.74,73,55661
"PDE6D",4,237,1,0,0,53847,5,42.51,14,51005
"BRPF1",15,158,5,6,0,16289,8,51.62,70,10828
"GHRL",6,63,9,0,0,7272,15,53.5,58,5216
"ATP2B2",24,199,0,0,0,384008,10,49.6,151,373873
"SLC6A1",14,190,0,1,0,46523,5,50.12,37,41635
"KLHL40",4,25,0,1,0,7025,1,58.47,5,4514
"C8A",9,97,0,0,0,63415,1,40.56,10,61070
"SYN2",15,228,3,2,0,186998,6,40.96,45,181331
"CPT2",3,262,0,1,0,17768,12,44.68,6,14372
"MMP14",8,296,0,0,0,12470,6,57.23,24,8018
"GATAD1",5,67,0,0,0,11383,3,42.23,7,6597
"CACNA1D",49,300,1,0,0,484770,30,43.72,212,307915
"KIT",19,242,3,5,0,82797,4,40.87,44,77254
"HYDIN",88,269,1,0,0,423344,23,41.08,338,400027
"MYO1E",26,759,0,0,0,240466,10,43.52,66,231391
"APPL1",21,541,0,1,0,45731,8,37.38,64,38721
"DYRK1A",14,162,6,2,0,151660,9,38.86,79,140638
"KCNJ6",2,20,0,0,0,309070,1,43.67,6,289405
"CREB3L1",10,324,2,0,0,43761,6,52.82,35,39736
"BRAF",16,185,0,0,0,205437,5,37.97,51,195078
"SLC34A2",11,158,7,0,0,23447,6,48.27,48,18765
"ACAN",17,115,1,0,0,71911,9,50.26,79,61022
"WDR19",34,495,5,2,8,103406,18,39.3,195,94570
"DPYSL5",11,237,0,0,0,102604,7,46.42,37,95542
"DRC1",15,144,0,0,0,54795,7,44.06,41,51765
"RAB28",8,201,0,0,0,123011,8,36.22,35,120801
"PANK4",18,681,4,5,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"PEX10",4,241,3,4,0,9833,8,61.52,29,6048
"SKI",5,39,0,0,0,81424,4,57.48,10,75353
"WIPI2",13,984,1,27,0,43638,14,48.23,96,34676
"LDLRAP1",9,374,6,2,0,25306,7,54.63,24,19918
"SLC30A2",6,54,0,0,0,8881,3,55.89,15,5391
"GRHL3",14,131,0,0,0,45160,9,51,98,41239
"HPD",15,621,1,0,0,24069,4,51.4,39,21852
"XDH",34,166,0,1,0,80394,3,42.91,42,74395
"CNNM4",5,68,0,0,0,50989,4,50.16,22,45799
"DZIP1L",15,51,0,0,0,53828,9,45.71,44,48802
"FANCC",16,292,2,0,0,327742,12,41.78,65,211588
"MRAS",5,101,0,0,0,57886,11,48.52,27,51531
"CUL4B",22,727,1,1,0,51185,7,39.25,75,44180
"SLC13A3",13,398,8,2,1,126644,11,45.08,117,112288
"GPRASP2",1,147,7,0,0,5557,5,51.49,19,1587
"AUTS2",19,225,0,1,0,1194149,18,41.05,76,1183758
"SHROOM4",8,26,2,0,0,222655,5,40.17,27,212333
"CATIP",1,7,0,0,0,11243,5,52.07,17,7429
"KCNB1",1,1,0,0,0,190903,9,47.83,1,106922
"NCF1",12,682,0,7,0,15353,11,54.13,56,11902
"TSR2",3,248,3,1,0,5086,1,47.57,4,3557
"ALAS2",13,507,0,0,0,22009,8,43.2,49,19887
"PPP1R15B",11,519,4,2,1,8404,1,40.44,1,3179
"PKD1L1",55,80,1,0,0,173839,4,44.25,65,164358
"EDA",13,51,1,3,0,423402,13,38.75,46,417024
"FGF17",3,27,4,0,0,6411,4,60.37,12,3129
"PINK1",7,333,0,0,0,18056,3,50.78,14,13226
"NDUFS2",16,2426,7,11,0,17291,15,49.73,93,13309
"APOA2",3,749,9,0,0,1339,10,53.51,25,396
"MPZ",4,230,1,1,0,5237,6,50.52,31,3088
"WNT9B",3,20,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"EPB41",22,311,8,0,0,232955,13,41.87,153,224692
"ALG8",19,970,12,0,0,38724,21,42.15,116,35295
"CFAP298",1,30,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"SYNJ1",31,435,8,0,0,99289,11,38.08,187,91255
"IFNAR2",7,237,12,0,0,35774,10,44.16,71,31171
"IFNGR2",8,464,1,0,0,71935.7808864588,7.97085853885528,46.5924284550954,35,68634
"SON",13,623,3,1,0,34863,20,38.94,116,21711
"DONSON",11,148,3,0,0,29166,13,37.85,77,10192
"C1QC",1,74,0,0,0,4480,3,54.68,6,3148
"KCNE2",11,519,4,2,1,7365,1,43.25,1,6316
"RUNX1",13,152,1,0,0,1216866,17,41.54,76,1181627
"ACTC1",5,273,1,1,0,8043,3,46.22,10,3412
"CLDN14",2,3,0,0,0,115948,6,46.47,9,113103
"HLCS",12,126,1,1,0,239348,7,44.35,33,231654
"ATP13A2",28,865,21,15,0,25970,15,57.23,145,20744
"M1AP",9,70,0,0,0,90455,9,40.62,53,87469
"PSMB4",5,2732,0,1,0,2410,7,49.27,21,254
"C1R",10,5528,11,10,0,12398,14,51.4,57,53004
"ALDH4A1",15,2044,2,3,0,31351,6,55.04,64,27679
"TCHH",1,4,0,0,0,9137,2,51.46,1,865
"UBR1",47,519,0,3,0,163216,12,39.81,155,153336
"RSPRY1",16,220,0,0,0,54338,12,41.63,62,48292
"ACE",41,625,5,2,0,21319,22,58.35,213,34359
"UROC1",19,217,1,0,0,36492,2,54.34,39,33184
"CTBP1",8,573,1,3,0,38505,19,60.99,63,30160
"AGRP",2,5,0,0,0,1242,1,60.42,3,482
"CARMIL2",1,12,0,0,0,12650,12,62.9,117,4975
"NPR2",21,185,1,0,0,17578,6,48.3,58,13734
"GNE",10,176,0,0,0,62615,6,43.82,62,57151
"TNFRSF13C",1,6,1,0,0,4795,1,58.34,2,854
"CALM3",7,4793,10,10,0,9719,13,57.51,54,6061
"CCDC28B",4,149,0,0,0,5001,5,54.62,19,2189
"CPAMD8",40,171,1,1,0,133868,20,50.2,110,123709
"VMA21",1,90,0,0,0,12849,3,41.5,7,7745
"TMPRSS3",12,210,5,0,0,24956,8,50.46,79,19307
"RSPH1",8,87,0,0,0,23868,3,46.14,22,20888
"WDR4",11,403,1,14,0,36474,7,53.71,58,33748
"CBS",17,1289,4,5,0,23752,17,59.18,153,16941
"CRYAA",1,116,0,0,0,3797,5,63.16,10,1981
"HSF2BP",7,92,0,1,0,130301,2,43.01,20,128403
"PDXK",10,1000,3,1,0,43213,19,57.26,101,31542
"G6PD",11,1632,19,2,0,16181,11,56.32,66,12484
"CSTB",1,180,0,0,0,3934,4,54.21,3,1445
"TRAPPC10",23,307,4,0,0,94233,12,46.02,79,82317
"AIRE",17,67,5,0,0,12810,5,63.87,65,8144
"ITGB2",18,2948,9,22,0,46036,24,57.45,172,39260
"FTCD",13,146,2,1,1,19305,12,58.97,110,16006
"LSS",22,1451,1,20,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"MCM3AP",27,731,3,0,0,51171,10,47.4,108,41839
"PCNT",46,348,2,5,1,121647,8,51.58,115,110036
"ADAMTS13",28,295,1,4,1,45044,9,55.14,186,39366
"SPTBN4",35,267,3,1,0,110223,14,51.05,214,98586
"TAOK1",19,155,1,0,0,161440,6,41.03,50,144481
"MED27",7,417,0,0,0,219801,4,44,21,217987
"SIK3",24,226,8,0,0,255035,13,40.48,234,244143
"NEK8",14,128,3,3,0,17558,8,53.77,40,13152
"CD3G",5,105,0,2,0,10817,7,42.54,31,6987
"FLAD1",8,275,0,1,0,9773,12,51.25,44,5759
"VPS11",15,525,6,0,0,14286,9,48.94,66,8392
"ADAR",13,504,3,9,0,45937,10,45.35,65,37597
"IL6R",9,181,0,1,0,64257,8,49.12,37,57925
"CHRNB2",4,43,0,0,0,12245,5,54.69,5,6384
"ANO10",14,488,0,0,0,336735,17,40.85,92,331473
"FDPS",10,4195,352,9,0,11918,21,50.48,98,8207
"LMNA",21,1784,14,9,132,57516,25,53.04,143,50553
"NBEAL2",53,634,5,1,0,30020,11,59.9,246,20251
"PTH1R",15,188,1,0,0,26053,8,57.96,92,23315
"MYL3",5,678,1,0,0,24297,3,58.04,14,22945
"CYP3A4",12,948,7,3,0,27305,4,39.62,27,24177
"NACC1",4,30,0,0,0,23038,3,55.78,7,18571
"CYP11B1",9,77,2,1,0,7490,5,58.36,34,3294
"TONSL",25,241,0,0,0,15669,3,62.9,41,8605
"RECQL4",19,240,4,2,0,6557,10,65.51,88,2335
"FOXH1",1,13,1,0,0,2923,2,64.43,4,423
"SQSTM1",13,3463,15,0,0,31680,16,54.99,65,24042
"DVL3",16,493,4,3,0,18222,8,52.91,58,12147
"AP2M1",12,6784,32,9,0,9402,22,54.13,99,4659
"PCYT1A",10,416,3,0,0,73735,16,46.69,78,65771
"NPHS1",27,184,0,0,0,43323,5,53.1,63,37895
"LRRC56",13,69,4,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"PGAP3",8,467,0,0,0,25675,11,51.61,46,22015
"IKZF3",7,132,0,0,0,106473,17,40.48,85,96474
"FDXR",13,1475,94,1,0,10534,20,58.11,168,6951
"ACOX1",13,378,1,1,0,37856,13,44.33,85,29399
"KLHL10",4,18,1,0,0,12699,4,49.28,9,10336
"HCRT",11,519,4,2,1,1392,1,61.09,1,817
"NAGS",6,33,1,0,0,4517,3,63.61,15,1701
"EMC10",6,578,1,3,0,14470,8,57.11,37,3731
"AQP5",2,84,0,0,0,3811,2,60.73,4,1929
"RACGAP1",18,979,24,0,1,56213,28,43.65,201,51697
"LEMD2",8,223,0,0,0,17934,14,53.18,58,11154
"RPL26",4,2190,1,5,0,5693,13,43.78,29,3226
"POLR3K",1,63,0,0,0,7221,2,48.85,3,5335
"CCDC78",19,142,4,2,0,4372,16,65.24,101,228
"MEIOB",12,126,1,1,0,50311,7,43.83,76,47594
"HS3ST6",11,519,4,2,1,6977,1,64.06,3,5706
"CCNF",15,368,2,1,0,29460,5,52.76,38,23167
"TBC1D24",6,36,0,0,0,34509,9,55.83,24,21494
"CLPB",16,496,6,1,0,142255,14,45.92,145,138013
"LRP5",22,222,0,0,0,136666,7,54.62,52,130529
"TAL1",4,14,0,0,0,15930,6,53.17,17,10233
"COA7",1,53,0,0,0,13915,2,46.05,4,9754
"PARS2",11,519,4,2,1,7616,1,49.77,1,5271
"BSND",2,13,0,0,0,11950,1,51.94,3,8482
"SLC45A1",6,24,0,0,0,26341,4,52.36,29,23463
"SELENON",1,5,0,0,0,18048,5,56.76,39,13639
"JAK1",24,672,5,0,0,133275,6,42.69,36,126985
"CTRC",6,237,0,0,0,10803,4,51.84,18,7324
"PDPN",5,640,2,18,0,34492,12,45.38,46,30794
"SDC3",5,24,0,0,0,39294,4,55.72,11,32235
"ALPL",11,737,2,0,0,69040,7,51.63,61,66047
"WNT4",3,57,0,0,0,26664,3,57.7,11,22144
"IL23R",11,230,9,2,0,121072,5,39.96,32,90596
"NFIA",12,142,0,0,0,597534,14,40.05,94,586680
"MYSM1",19,98,0,0,0,45353,8,36.33,62,36437
"NEXN",12,261,1,0,0,55382,8,39.06,74,50771
"NTNG1",8,60,0,0,0,343451,11,37.35,82,334305
"HFM1",37,337,2,1,0,144103,9,37.16,182,138317
"GFI1",5,69,1,0,0,12114,4,55.35,20,8823
"KCNT2",30,271,1,1,0,383446,7,33.86,128,376475
"AGL",33,464,1,0,0,73939,8,36.47,231,65541
"CADM3",9,405,2,2,0,31704,3,46.2,25,27818
"NLRP3",10,107,1,0,0,32952,8,46.68,50,28205
"DDR2",17,355,1,0,0,156027,6,40.47,47,145318
"PEX19",2,838,0,0,0,9536,12,46.35,58,5084
"NCSTN",18,1539,3,2,0,15680,14,46.85,131,11524
"VANGL2",7,37,0,0,0,28092,2,51.65,9,22760
"FCGR3B",5,459,28,1,0,8767,9,44.5,22,5809
"LMX1A",9,48,0,0,0,154848,4,43.25,29,150676
"FLVCR1",9,85,0,0,0,41108,5,40.27,27,34678
"PPP1R21",21,414,6,2,0,74793,9,39.73,116,70823
"PKDCC",5,151,1,0,0,10508,9,56.22,25,6588
"HAAO",11,145,0,0,0,25504,7,48.95,39,22786
"B3GALNT2",11,95,2,0,0,54558,7,40.36,34,48912
"WDR26",14,448,4,24,0,51890,9,38.39,87,41427
"REL",10,87,0,0,0,50089,2,37.61,19,38845
"PEX13",3,28,0,0,0,34765,5,39.79,8,28860
"DISC1",6,9,0,0,0,414457,24,42.18,138,402339
"NEUROD1",11,519,4,2,1,7788,2,39.48,2,4479
"FRZB",4,177,0,0,0,33887,1,36.85,5,30732
"ACTG2",9,1501,2,2,0,27551,9,45.18,46,23751
"COQ8A",1,2,0,0,0,90009,9,49.11,131,82231
"EN1",11,519,4,2,1,5507,2,58.19,2,2624
"SGCB",5,196,0,1,0,17776,3,38.68,16,13242
"CFAP221",1,17,0,0,0,117819,17,41.66,149,108199
"BBS5",11,519,4,2,1,27477,6,40.4,46,41267
"SMARCAD1",23,424,6,0,0,83681,8,36.02,129,77397
"PDHA2",11,519,4,2,1,1455,1,47.39,0,68634
"MSX1",11,519,4,2,1,4270,2,56.97,2,2153
"SCNM1",11,519,4,2,1,13633,7,48.32,28,10374
"ERCC3",15,1176,25,2,0,36886,9,46.18,72,29497
"BOLA3",2,71,0,0,0,12596,5,50.59,11,9443
"TGFA",7,167,25,0,0,106913,9,43.95,37,101960
"CRYGC",1,11,0,0,0,1693,1,42.33,2,1067
"GABRB1",8,224,0,0,0,432721,5,36.76,27,429592
